epoch,train_loss,mse_loss,lr,w_mse,w_pde1,w_pde2,w_sym,loss_mse,loss_pde1,loss_pde2,loss_sym
1,0.160809363523731,0.1602129598458608,0.01,1.0,0.25,0.25,0.25,0.1602129598458608,0.0001717478036880493,0.0005372015584725887,0.002385614711480836
2,0.05453304313511277,0.0537183533112208,0.01,1.0,0.25,0.25,0.25,0.0537183533112208,0.0005710498197004199,0.0004035961988847703,0.00325875929556787
3,0.044250392947772825,0.04393223499258359,0.01,1.0,0.25,0.25,0.25,0.04393223499258359,0.0004436359857209027,0.00031003526334340373,0.001272631820756942
4,0.03723478816633966,0.03712396497527758,0.01,1.0,0.25,0.25,0.25,0.03712396497527758,0.00027608093223534523,0.00023864340813209612,0.00044329276424832643
5,0.03127723712580822,0.031185654799143474,0.01,1.0,0.25,0.25,0.25,0.031185654799143474,0.0002589348538701112,0.0002028678427450359,0.00036632930665897825
6,0.0255298385185597,0.025458884115020435,0.01,1.0,0.25,0.25,0.25,0.025458884115020435,0.00017422971529110025,0.00013303651406507317,0.00028381761415706327
7,0.01878676979492108,0.01874247658997774,0.01,1.0,0.25,0.25,0.25,0.01874247658997774,0.00012004416591177384,9.318258720062053e-05,0.00017717281977335612
8,0.011684982462854047,0.011644552554935217,0.01,1.0,0.25,0.25,0.25,0.011644552554935217,4.838986969843972e-05,5.108471741550602e-05,0.00016171963167532037
9,0.005768629509111634,0.005710083742936452,0.01,1.0,0.25,0.25,0.25,0.005710083742936452,2.9070764139760285e-05,3.368414424282188e-05,0.00023418306470072517
10,0.003149196084511156,0.0030796191189438105,0.01,1.0,0.25,0.25,0.25,0.0030796191189438105,5.300788434396964e-05,2.048651840595994e-05,0.0002783078622693817
11,0.002624966897322641,0.002559979104747375,0.01,1.0,0.25,0.25,0.25,0.002559979104747375,7.853369121827806e-05,1.5289351479926458e-05,0.00025995117030106483
12,0.0023854792469743796,0.002335101366043091,0.01,1.0,0.25,0.25,0.25,0.002335101366043091,7.494117259435977e-05,1.299063387705246e-05,0.0002015115237251545
13,0.002290841455881794,0.002251428924500942,0.01,1.0,0.25,0.25,0.25,0.002251428924500942,6.763040194831167e-05,1.1200275609250336e-05,0.00015765012552340825
14,0.0021651514907716773,0.0021236009274919827,0.01,1.0,0.25,0.25,0.25,0.0021236009274919827,6.651943331235089e-05,1.0216022686411936e-05,0.00016620225311877828
15,0.002140310591979263,0.0021038605676343045,0.01,1.0,0.25,0.25,0.25,0.0021038605676343045,6.78673610915818e-05,9.964404155956192e-06,0.00014580009737983347
16,0.002072565540098973,0.002039207269748052,0.01,1.0,0.25,0.25,0.25,0.002039207269748052,6.834055675426498e-05,9.480941450116613e-06,0.0001334330814036851
17,0.0020323335699989303,0.002000644919462502,0.01,1.0,0.25,0.25,0.25,0.002000644919462502,6.85987715163113e-05,1.0015587364857008e-05,0.00012675460214571407
18,0.002013295818081436,0.001982032631834348,0.01,1.0,0.25,0.25,0.25,0.001982032631834348,6.780945210872839e-05,1.0115026392062039e-05,0.00012505274498835205
19,0.001989878312815563,0.001958081723811726,0.01,1.0,0.25,0.25,0.25,0.001958081723811726,6.526558512026289e-05,1.0528651303805721e-05,0.0001271863560153482
20,0.0019862286324496383,0.0019563087960705163,0.01,1.0,0.25,0.25,0.25,0.0019563087960705163,6.682684397674166e-05,1.0749336282363704e-05,0.00011967934551648796
21,0.0019765289854452323,0.001943608676083386,0.01,1.0,0.25,0.25,0.25,0.001943608676083386,6.66757085127756e-05,1.0933661906165071e-05,0.00013168123744738597
22,0.0019437572317353138,0.00190686813245217,0.01,1.0,0.25,0.25,0.25,0.00190686813245217,6.245915731900216e-05,1.1279877920363409e-05,0.00014755639713257552
23,0.001900603802278056,0.0018676989789431294,0.01,1.0,0.25,0.25,0.25,0.0018676989789431294,6.36109917347009e-05,1.144436379642381e-05,0.00013161929333970572
24,0.001963326390008054,0.0019292182366674145,0.01,1.0,0.25,0.25,0.25,0.0019292182366674145,6.647783472241523e-05,1.1882624858117196e-05,0.0001364326133625582
25,0.0018911548094668737,0.001857877941802144,0.01,1.0,0.25,0.25,0.25,0.001857877941802144,5.8191512289340606e-05,1.1919529606529978e-05,0.0001331074706589182
26,0.0018757638789490252,0.0018429323798045516,0.01,1.0,0.25,0.25,0.25,0.0018429323798045516,6.209531602507923e-05,1.179420269181719e-05,0.00013132599657789495
27,0.0018744299937679897,0.0018400423151130477,0.01,1.0,0.25,0.25,0.25,0.0018400423151130477,6.066193624671238e-05,1.2281036166920482e-05,0.00013755071461976816
28,0.0018871332738247778,0.0018552940726901093,0.01,1.0,0.25,0.25,0.25,0.0018552940726901093,5.992190932981127e-05,1.2819949855232456e-05,0.0001273568045386734
29,0.0018496630948599583,0.0018145656756435832,0.01,1.0,0.25,0.25,0.25,0.0018145656756435832,5.710459239101814e-05,1.2764530765707605e-05,0.0001403896768655007
30,0.0018142619951201293,0.0017764444773395857,0.01,1.0,0.25,0.25,0.25,0.0017764444773395857,5.750021822071479e-05,1.2447150644826858e-05,0.00015127007112217445
31,0.0018139368721070545,0.0017829238514726362,0.01,1.0,0.25,0.25,0.25,0.0017829238514726362,5.7024418129003604e-05,1.2235990228267231e-05,0.0001240520825376734
32,0.0017737852351274342,0.0017383324680849909,0.01,1.0,0.25,0.25,0.25,0.0017383324680849909,5.357089345731462e-05,1.2737590138082548e-05,0.00014181106816977263
33,0.001766273384661569,0.0017335913299272457,0.01,1.0,0.25,0.25,0.25,0.0017335913299272457,5.533055809792131e-05,1.2786199173812443e-05,0.0001307282189372927
34,0.0017508634043527612,0.0017223954666405917,0.01,1.0,0.25,0.25,0.25,0.0017223954666405917,5.321620398414477e-05,1.2260309025198998e-05,0.00011387175084867826
35,0.0017048998988078287,0.001671387852790455,0.01,1.0,0.25,0.25,0.25,0.001671387852790455,4.9807919276645406e-05,1.2869144181119433e-05,0.0001340481840694944
36,0.0016774056394448658,0.0016439918739100297,0.01,1.0,0.25,0.25,0.25,0.0016439918739100297,5.058565584477037e-05,1.2782597756692364e-05,0.00013365506213934472
37,0.001667006687785033,0.0016395444128041467,0.01,1.0,0.25,0.25,0.25,0.0016395444128041467,4.734298363473499e-05,1.2721045156164715e-05,0.00010984909992354612
38,0.0016779787707491777,0.0016511482885107399,0.01,1.0,0.25,0.25,0.25,0.0016511482885107399,4.5525991299655286e-05,1.2691739478517168e-05,0.00010732192895375192
39,0.0016426147595969573,0.0016090994623179236,0.01,1.0,0.25,0.25,0.25,0.0016090994623179236,4.472950276976917e-05,1.3325217696547043e-05,0.000134061189116134
40,0.0015796114445644587,0.0015469528113802274,0.01,1.0,0.25,0.25,0.25,0.0015469528113802274,4.4119969243183735e-05,1.2521680461456224e-05,0.00013063453273692477
41,0.0015537273885759836,0.0015241691842675209,0.01,1.0,0.25,0.25,0.25,0.0015241691842675209,4.1391664247688216e-05,1.3300199195024712e-05,0.00011823281723385055
42,0.0015604028166611291,0.0015292210349192221,0.01,1.0,0.25,0.25,0.25,0.0015292210349192221,3.933605851974183e-05,1.3531593504012563e-05,0.00012472712696762756
43,0.00146588130943807,0.0014359292186175783,0.01,1.0,0.25,0.25,0.25,0.0014359292186175783,3.637266794006185e-05,1.2892600716440939e-05,0.0001198083632819665
44,0.0014478161613321087,0.0014271338703110814,0.01,1.0,0.25,0.25,0.25,0.0014271338703110814,3.5726380277386244e-05,1.2389264278075036e-05,8.272916408410916e-05
45,0.0014098928169308542,0.0013876768217111627,0.01,1.0,0.25,0.25,0.25,0.0013876768217111627,3.111905267966601e-05,1.2818368243946073e-05,8.886398087876538e-05
46,0.001379598164082078,0.0013580920329938331,0.01,1.0,0.25,0.25,0.25,0.0013580920329938331,3.2944543151340136e-05,1.329099935295138e-05,8.602452435297891e-05
47,0.0013485884186593467,0.0013311661779880524,0.01,1.0,0.25,0.25,0.25,0.0013311661779880524,2.997968719379666e-05,1.2787480409315322e-05,6.96889626851771e-05
48,0.0013119263518092338,0.0012973298318684102,0.01,1.0,0.25,0.25,0.25,0.0012973298318684102,2.821124144247733e-05,1.2897507561622963e-05,5.838607976329513e-05
49,0.001282525331771467,0.0012688226144139966,0.01,1.0,0.25,0.25,0.25,0.0012688226144139966,2.7852659695781767e-05,1.30586252756378e-05,5.481086942988137e-05
50,0.001245422151805542,0.0012278275253872076,0.01,1.0,0.25,0.25,0.25,0.0012278275253872076,2.460834178540002e-05,1.3657891819699823e-05,7.03785056733371e-05
51,0.0011882621994421547,0.0011738065164536237,0.01,1.0,0.25,0.25,0.25,0.0011738065164536237,2.3331739006001346e-05,1.3667496993245247e-05,5.7822731954123204e-05
52,0.0011461298706005134,0.00113352140566955,0.01,1.0,0.25,0.25,0.25,0.00113352140566955,2.256959711909682e-05,1.3329968048007383e-05,5.043385972385295e-05
53,0.0011265988282805968,0.0011145531587923565,0.01,1.0,0.25,0.25,0.25,0.0011145531587923565,1.9182976029696874e-05,1.3468122475993976e-05,4.818267795296075e-05
54,0.0011013630389546355,0.0010900175392938158,0.01,1.0,0.25,0.25,0.25,0.0010900175392938158,1.9339951237877054e-05,1.378689739794936e-05,4.538199864327908e-05
55,0.0010806080922823942,0.0010695757227949798,0.01,1.0,0.25,0.25,0.25,0.0010695757227949798,1.739418288101054e-05,1.3900905893630503e-05,4.412947794965779e-05
56,0.0010647257905172106,0.001051826177475353,0.01,1.0,0.25,0.25,0.25,0.001051826177475353,1.649826008360833e-05,1.460937492083758e-05,5.159845216743027e-05
57,0.0010418732622080522,0.0010306202457286417,0.01,1.0,0.25,0.25,0.25,0.0010306202457286417,1.5148404660673501e-05,1.4607078749880505e-05,4.5012065917641546e-05
58,0.0010244783022547684,0.0010140447101245323,0.01,1.0,0.25,0.25,0.25,0.0010140447101245323,1.4837113091440794e-05,1.4469498152417752e-05,4.173436852094407e-05
59,0.000971660820384083,0.0009615601350863775,0.01,1.0,0.25,0.25,0.25,0.0009615601350863775,1.3304407487642795e-05,1.4339180355212496e-05,4.0402741190822175e-05
60,0.0009465830188977027,0.0009355790253418188,0.01,1.0,0.25,0.25,0.25,0.0009355790253418188,1.23786887343158e-05,1.5241889317015496e-05,4.401597422353613e-05
61,0.0009507216823597749,0.000939204974565655,0.01,1.0,0.25,0.25,0.25,0.000939204974565655,1.2032107709577152e-05,1.5228708313467602e-05,4.6066831176479656e-05
62,0.0009248083706552279,0.0009144786163233221,0.01,1.0,0.25,0.25,0.25,0.0009144786163233221,1.0590550118649844e-05,1.528309542967084e-05,4.131901732762344e-05
63,0.0009064684417050254,0.0008959500041479866,0.01,1.0,0.25,0.25,0.25,0.0008959500041479866,1.0655158378843528e-05,1.4964172260079068e-05,4.2073750228155406e-05
64,0.0008860329112091374,0.0008761456391463677,0.01,1.0,0.25,0.25,0.25,0.0008761456391463677,9.8684992735798e-06,1.5646214221002688e-05,3.95490882510785e-05
65,0.0008712655695489957,0.000861098865667979,0.01,1.0,0.25,0.25,0.25,0.000861098865667979,9.088103100414931e-06,1.5974921431431237e-05,4.066681552406711e-05
66,0.0008733328852637593,0.0008625441541274388,0.01,1.0,0.25,0.25,0.25,0.0008625441541274388,8.593487048832079e-06,1.61608527074956e-05,4.315492454528188e-05
67,0.0008672085295377958,0.0008562480293524762,0.01,1.0,0.25,0.25,0.25,0.0008562480293524762,8.208566669054562e-06,1.613439611295083e-05,4.3842000741278754e-05
68,0.0008668214119097684,0.0008561733838481207,0.01,1.0,0.25,0.25,0.25,0.0008561733838481207,7.6202082406477224e-06,1.5501616508117878e-05,4.2592112246590354e-05
69,0.0008515153940000648,0.0008423066581599414,0.01,1.0,0.25,0.25,0.25,0.0008423066581599414,7.710585653815846e-06,1.6298640002787578e-05,3.683494336049383e-05
70,0.0008406838695312521,0.0008323238308851918,0.01,1.0,0.25,0.25,0.25,0.0008323238308851918,7.843884092532487e-06,1.599511476039576e-05,3.34401545842411e-05
71,0.0008504254323270288,0.0008421330673930546,0.01,1.0,0.25,0.25,0.25,0.0008421330673930546,7.432864367729053e-06,1.6680435570985234e-05,3.316945973589706e-05
72,0.0008535895415358633,0.0008455565160450836,0.01,1.0,0.25,0.25,0.25,0.0008455565160450836,7.279184789391972e-06,1.6472643559003093e-05,3.213210196311896e-05
73,0.0008401795569928557,0.0008322870087188979,0.01,1.0,0.25,0.25,0.25,0.0008322870087188979,7.155495298623767e-06,1.6256199402657026e-05,3.15701930958312e-05
74,0.0008600114698007626,0.0008526159217581153,0.01,1.0,0.25,0.25,0.25,0.0008526159217581153,7.2380391126595596e-06,1.6316813222753505e-05,2.958219217058892e-05
75,0.0008344531554636584,0.0008275608842571576,0.01,1.0,0.25,0.25,0.25,0.0008275608842571576,6.713292259519222e-06,1.6616241312779798e-05,2.7569084826003138e-05
76,0.0008404173063354392,0.0008337036240845918,0.01,1.0,0.25,0.25,0.25,0.0008337036240845918,6.731549395529631e-06,1.7051978041611922e-05,2.6854729003389367e-05
77,0.0008383917728072751,0.0008312588247160117,0.01,1.0,0.25,0.25,0.25,0.0008312588247160117,5.937915481505721e-06,1.6240900004049762e-05,2.8531792365053357e-05
