Model,Train Time (s),Psid MAE,Psid RMSE,Psid MAPE (%),Psiq MAE,Psiq RMSE,Psiq MAPE (%)
ANN_Net6_4_Bz128_Ep200,12.59,0.02169602,0.028002705,2.9029982164502144,0.02350245,0.029533323,13.717083632946014
PINN_Net6_4_Bz128_Ep200,47.56,0.0091268765,0.011577669,1.3643278740346432,0.010684495,0.013841176,4.282794147729874
SCN_Net6_4_Bz128_Ep200,12.89,0.011749608,0.014618705,1.5703245997428894,0.011830888,0.014710174,5.018726363778114
