Model,Train Time (s),Psid MAE,Psid RMSE,Psid MAPE (%),Psiq MAE,Psiq RMSE,Psiq MAPE (%)
ANN_Net6_4_Bz256_Ep200,21.45,0.021548444,0.028785393,2.9797587543725967,0.014364603,0.018417107,8.422762155532837
PINN_Net6_4_Bz256_Ep200,57.7,0.012098351,0.014479153,1.513954158872366,0.01076811,0.0136874635,4.626833274960518
SCN_Net6_4_Bz256_Ep200,22.09,0.01283947,0.015672727,1.6099460422992706,0.016501572,0.022241954,6.894538551568985
