epoch,train_loss,mse_loss,lr
1,0.23869718114535013,0.23869718114535013,0.01
2,0.06142672598361969,0.06142672598361969,0.01
3,0.024347880234320957,0.024347880234320957,0.01
4,0.01997356948753198,0.01997356948753198,0.01
5,0.018105370985964934,0.018105370985964934,0.01
6,0.016571302401522794,0.016571302401522794,0.01
7,0.015892884507775307,0.015892884507775307,0.01
8,0.015137523661057155,0.015137523661057155,0.01
9,0.014281615056097508,0.014281615056097508,0.01
10,0.013126508270700773,0.013126508270700773,0.01
11,0.012683986127376557,0.012683986127376557,0.01
12,0.01212180865307649,0.01212180865307649,0.01
13,0.01144633088260889,0.01144633088260889,0.01
14,0.01081109835455815,0.01081109835455815,0.01
15,0.009797574145098527,0.009797574145098527,0.01
16,0.009183862308661143,0.009183862308661143,0.01
17,0.00846330417941014,0.00846330417941014,0.01
18,0.007765071249256531,0.007765071249256531,0.01
19,0.0072965507085124654,0.0072965507085124654,0.01
20,0.006682029211272796,0.006682029211272796,0.01
21,0.00608304509272178,0.00608304509272178,0.01
22,0.005751937845100959,0.005751937845100959,0.01
23,0.0052694222268958885,0.0052694222268958885,0.01
24,0.004894812249888977,0.004894812249888977,0.01
25,0.004567987332120538,0.004567987332120538,0.01
26,0.004287662093217174,0.004287662093217174,0.01
27,0.004065127003317078,0.004065127003317078,0.01
28,0.0037968269859751064,0.0037968269859751064,0.01
29,0.0035474497980127733,0.0035474497980127733,0.01
30,0.0033742425808062156,0.0033742425808062156,0.01
31,0.003135765080029766,0.003135765080029766,0.01
32,0.0029387548565864563,0.0029387548565864563,0.01
33,0.0027887255574266115,0.0027887255574266115,0.01
34,0.0025193752255290745,0.0025193752255290745,0.01
35,0.0023910948230574528,0.0023910948230574528,0.01
36,0.0022169593799238403,0.0022169593799238403,0.01
37,0.0021082948505257567,0.0021082948505257567,0.01
38,0.001944585501526793,0.001944585501526793,0.01
39,0.001837425547031065,0.001837425547031065,0.01
40,0.001706078244994084,0.001706078244994084,0.01
41,0.0016143135726451874,0.0016143135726451874,0.01
42,0.0015268010552972554,0.0015268010552972554,0.01
43,0.0014790132564182082,0.0014790132564182082,0.01
44,0.0014165624510496856,0.0014165624510496856,0.01
45,0.0013466727687045932,0.0013466727687045932,0.01
46,0.0013211900756383936,0.0013211900756383936,0.01
47,0.0012781474040821194,0.0012781474040821194,0.01
48,0.0012308201286941767,0.0012308201286941767,0.01
49,0.0011856721054452162,0.0011856721054452162,0.01
50,0.0011727485883360107,0.0011727485883360107,0.01
51,0.0011417034276140234,0.0011417034276140234,0.01
52,0.001133380108512938,0.001133380108512938,0.01
53,0.001084068479637305,0.001084068479637305,0.01
54,0.0010663721710443496,0.0010663721710443496,0.01
55,0.0010287835340326032,0.0010287835340326032,0.01
56,0.0010160155788374444,0.0010160155788374444,0.01
57,0.001017415845611443,0.001017415845611443,0.01
58,0.001002107746899128,0.001002107746899128,0.01
59,0.0009764813080740471,0.0009764813080740471,0.01
60,0.0009649645071476698,0.0009649645071476698,0.01
61,0.0009548327381101747,0.0009548327381101747,0.01
62,0.0009178405511192977,0.0009178405511192977,0.01
63,0.0009118206954250734,0.0009118206954250734,0.01
64,0.0009056834465203186,0.0009056834465203186,0.01
65,0.0009037896757945419,0.0009037896757945419,0.01
66,0.0008861825917847455,0.0008861825917847455,0.01
67,0.000864433404058218,0.000864433404058218,0.01
68,0.0008840374182909727,0.0008840374182909727,0.01
69,0.0008746722092231114,0.0008746722092231114,0.01
70,0.0008451109635643661,0.0008451109635643661,0.01
71,0.0008443902130238712,0.0008443902130238712,0.01
72,0.0008252292561034361,0.0008252292561034361,0.01
73,0.0008306774388377865,0.0008306774388377865,0.01
74,0.0008164151882131894,0.0008164151882131894,0.01
75,0.0008036615210585297,0.0008036615210585297,0.01
76,0.000792394302940617,0.000792394302940617,0.01
77,0.0008150255385165413,0.0008150255385165413,0.01
78,0.0008021606675659617,0.0008021606675659617,0.01
79,0.0007962276150162022,0.0007962276150162022,0.01
80,0.0008063214054952066,0.0008063214054952066,0.01
81,0.0007869882431502143,0.0007869882431502143,0.01
82,0.0007951642929886778,0.0007951642929886778,0.01
83,0.0007865123877612253,0.0007865123877612253,0.01
84,0.0007899349555373191,0.0007899349555373191,0.01
85,0.0007905573894580205,0.0007905573894580205,0.01
86,0.0007728669559583067,0.0007728669559583067,0.01
87,0.0007597770386685927,0.0007597770386685927,0.01
88,0.0007446835011554261,0.0007446835011554261,0.01
89,0.0007677162648178637,0.0007677162648178637,0.01
90,0.0007421084951298933,0.0007421084951298933,0.01
91,0.0007356145341570179,0.0007356145341570179,0.01
92,0.0007281977334059775,0.0007281977334059775,0.01
93,0.0007297136432801684,0.0007297136432801684,0.01
94,0.0007238108470725516,0.0007238108470725516,0.01
95,0.0007322893477976322,0.0007322893477976322,0.01
96,0.0007168145772690574,0.0007168145772690574,0.01
97,0.0007299414409014086,0.0007299414409014086,0.01
98,0.0007089090378334125,0.0007089090378334125,0.01
99,0.0007133851177059114,0.0007133851177059114,0.01
100,0.0006955833174288273,0.0006955833174288273,0.01
101,0.0006926126234854262,0.0006926126234854262,0.01
102,0.0006985552531356613,0.0006985552531356613,0.01
103,0.0007046023461346825,0.0007046023461346825,0.01
104,0.0006885281143089136,0.0006885281143089136,0.01
105,0.0007014076225459575,0.0007014076225459575,0.01
106,0.0006781084618220726,0.0006781084618220726,0.01
107,0.0006843977064515153,0.0006843977064515153,0.01
108,0.0006835988295885424,0.0006835988295885424,0.01
109,0.0006755373751123746,0.0006755373751123746,0.01
110,0.0006905700274122258,0.0006905700274122258,0.01
111,0.0006899785134010017,0.0006899785134010017,0.01
112,0.0006732992595061659,0.0006732992595061659,0.01
113,0.0006664650708747406,0.0006664650708747406,0.01
114,0.0006534009356983006,0.0006534009356983006,0.01
115,0.0006549620069563389,0.0006549620069563389,0.01
116,0.0006810326866495113,0.0006810326866495113,0.01
117,0.0006505963625386358,0.0006505963625386358,0.01
118,0.0006636065236913662,0.0006636065236913662,0.01
119,0.0006605815297613542,0.0006605815297613542,0.01
120,0.0006315802029954891,0.0006315802029954891,0.01
121,0.000647678691893816,0.000647678691893816,0.01
122,0.0006692312696638206,0.0006692312696638206,0.01
123,0.0006661213197124501,0.0006661213197124501,0.01
124,0.0006561756250448525,0.0006561756250448525,0.01
125,0.0006903880004150172,0.0006903880004150172,0.01
126,0.0006779535867584249,0.0006779535867584249,0.01
127,0.0006420786182085673,0.0006420786182085673,0.01
128,0.0006231076821374397,0.0006231076821374397,0.01
129,0.0006178826287699242,0.0006178826287699242,0.01
130,0.0006376543703178564,0.0006376543703178564,0.01
131,0.0006466425528439383,0.0006466425528439383,0.01
132,0.0006543095145995419,0.0006543095145995419,0.01
133,0.0006459380965679884,0.0006459380965679884,0.01
134,0.0006276222217517594,0.0006276222217517594,0.01
135,0.0006479041030009587,0.0006479041030009587,0.01
136,0.00062608210525165,0.00062608210525165,0.01
137,0.0006335275946184992,0.0006335275946184992,0.01
138,0.0006556783026705186,0.0006556783026705186,0.01
139,0.0006556290745114286,0.0006556290745114286,0.01
140,0.0006337641039863229,0.0006337641039863229,0.01
141,0.0006282624749777217,0.0006282624749777217,0.01
142,0.0006225528467136125,0.0006225528467136125,0.01
143,0.000613246097539862,0.000613246097539862,0.01
144,0.000604019775831451,0.000604019775831451,0.01
145,0.0006342322255174319,0.0006342322255174319,0.01
146,0.000642052242377152,0.000642052242377152,0.01
147,0.0006361190578900277,0.0006361190578900277,0.01
148,0.0006004561980565389,0.0006004561980565389,0.01
149,0.0006049988442100585,0.0006049988442100585,0.01
150,0.0006344726347985367,0.0006344726347985367,0.01
151,0.0006234109246482451,0.0006234109246482451,0.01
152,0.0006158106494694948,0.0006158106494694948,0.01
153,0.0005983872960011164,0.0005983872960011164,0.01
154,0.0005858445268434783,0.0005858445268434783,0.01
155,0.0005864941864274442,0.0005864941864274442,0.01
156,0.0005788226495496929,0.0005788226495496929,0.01
157,0.0005865323822945356,0.0005865323822945356,0.01
158,0.0005948709964286536,0.0005948709964286536,0.01
159,0.0005760620037714641,0.0005760620037714641,0.01
160,0.0005857758844892184,0.0005857758844892184,0.01
161,0.0005893620720598847,0.0005893620720598847,0.01
162,0.000577200836657236,0.000577200836657236,0.01
163,0.000619497165704767,0.000619497165704767,0.01
164,0.0005908561055548489,0.0005908561055548489,0.01
165,0.0005894884855176012,0.0005894884855176012,0.01
166,0.0005863858231653769,0.0005863858231653769,0.01
167,0.0005970377164582412,0.0005970377164582412,0.01
168,0.0005700086709111929,0.0005700086709111929,0.01
169,0.0005737435266685982,0.0005737435266685982,0.01
170,0.0005866624744764219,0.0005866624744764219,0.01
171,0.0005884532583877444,0.0005884532583877444,0.01
172,0.0005698293001235774,0.0005698293001235774,0.01
173,0.0005722810009804864,0.0005722810009804864,0.01
174,0.0005963442226250966,0.0005963442226250966,0.01
175,0.0005795446166303008,0.0005795446166303008,0.01
176,0.00062240349361673,0.00062240349361673,0.01
177,0.0005797892265642683,0.0005797892265642683,0.01
178,0.0005740504362620414,0.0005740504362620414,0.01
179,0.0005856726124572257,0.0005856726124572257,0.01
180,0.0005819272094716629,0.0005819272094716629,0.01
181,0.0005873906173898528,0.0005873906173898528,0.01
182,0.0005712798563763499,0.0005712798563763499,0.01
183,0.0005926829103070001,0.0005926829103070001,0.01
184,0.0005906711526525517,0.0005906711526525517,0.01
185,0.0005942470277659595,0.0005942470277659595,0.01
186,0.0005913980770856142,0.0005913980770856142,0.01
187,0.0005773444368969649,0.0005773444368969649,0.01
188,0.0005795657013853391,0.0005795657013853391,0.01
189,0.0005600139828554044,0.0005600139828554044,0.01
190,0.0005685063544660807,0.0005685063544660807,0.01
191,0.0005670225926830123,0.0005670225926830123,0.01
192,0.0005761083952772121,0.0005761083952772121,0.01
193,0.0005787938095939656,0.0005787938095939656,0.01
194,0.0005739102334094544,0.0005739102334094544,0.01
195,0.0005711213161703199,0.0005711213161703199,0.01
196,0.0005773137284753224,0.0005773137284753224,0.01
197,0.00058273650938645,0.00058273650938645,0.01
198,0.0005665400414727629,0.0005665400414727629,0.01
199,0.0005812380268859367,0.0005812380268859367,0.01
200,0.000575152924284339,0.000575152924284339,0.01
