epoch,train_loss,mse_loss,lr
1,0.16360459129015606,0.16360459129015606,0.01
2,0.057571144153674446,0.057571144153674446,0.01
3,0.045691425601641335,0.045691425601641335,0.01
4,0.039125948399305346,0.039125948399305346,0.01
5,0.03277863524854183,0.03277863524854183,0.01
6,0.026839205374320347,0.026839205374320347,0.01
7,0.020030935977896056,0.020030935977896056,0.01
8,0.012766906184454758,0.012766906184454758,0.01
9,0.006781725523372491,0.006781725523372491,0.01
10,0.004075633982817332,0.004075633982817332,0.01
11,0.0036230300397922595,0.0036230300397922595,0.01
12,0.003420771813640992,0.003420771813640992,0.01
13,0.0032732383037606875,0.0032732383037606875,0.01
14,0.003219860807682077,0.003219860807682077,0.01
15,0.0031479144313683112,0.0031479144313683112,0.01
16,0.0030404792943348486,0.0030404792943348486,0.01
17,0.0029866444257398445,0.0029866444257398445,0.01
18,0.0029669076204299925,0.0029669076204299925,0.01
19,0.0028987815603613853,0.0028987815603613853,0.01
20,0.0028559806291013957,0.0028559806291013957,0.01
21,0.002830737425635258,0.002830737425635258,0.01
22,0.0027951763632396856,0.0027951763632396856,0.01
23,0.0027588061212251583,0.0027588061212251583,0.01
24,0.0027492827425400416,0.0027492827425400416,0.01
25,0.0027045308301846187,0.0027045308301846187,0.01
26,0.0026698059247185785,0.0026698059247185785,0.01
27,0.0026439661004891,0.0026439661004891,0.01
28,0.0026044335837165514,0.0026044335837165514,0.01
29,0.0025877414581676325,0.0025877414581676325,0.01
30,0.0025664699574311574,0.0025664699574311574,0.01
31,0.0025173991297682127,0.0025173991297682127,0.01
32,0.0024847172666341067,0.0024847172666341067,0.01
33,0.002462053826699654,0.002462053826699654,0.01
34,0.0024329994339495897,0.0024329994339495897,0.01
35,0.002391402485469977,0.002391402485469977,0.01
36,0.0023408752710868913,0.0023408752710868913,0.01
37,0.0023181317839771507,0.0023181317839771507,0.01
38,0.0023109692148864268,0.0023109692148864268,0.01
39,0.0022761797066777945,0.0022761797066777945,0.01
40,0.0022217536189903814,0.0022217536189903814,0.01
41,0.0022143679360548656,0.0022143679360548656,0.01
42,0.0021597649746884903,0.0021597649746884903,0.01
43,0.002143455428692202,0.002143455428692202,0.01
44,0.0021168050278599065,0.0021168050278599065,0.01
45,0.002099045009041826,0.002099045009041826,0.01
46,0.0020597363434111077,0.0020597363434111077,0.01
47,0.002030251850374043,0.002030251850374043,0.01
48,0.001989596546627581,0.001989596546627581,0.01
49,0.001969480491243303,0.001969480491243303,0.01
50,0.0019632344755033653,0.0019632344755033653,0.01
51,0.0019201393937692047,0.0019201393937692047,0.01
52,0.0019145138949776689,0.0019145138949776689,0.01
53,0.001871330593712628,0.001871330593712628,0.01
54,0.001872301590628922,0.001872301590628922,0.01
55,0.0018527127569541336,0.0018527127569541336,0.01
56,0.0018434951547533275,0.0018434951547533275,0.01
57,0.0018405592224250238,0.0018405592224250238,0.01
58,0.0017950258528192837,0.0017950258528192837,0.01
59,0.0018062182003632187,0.0018062182003632187,0.01
60,0.0017785504149893919,0.0017785504149893919,0.01
61,0.0017663280945271254,0.0017663280945271254,0.01
62,0.0017645102925598621,0.0017645102925598621,0.01
63,0.0017643210555737217,0.0017643210555737217,0.01
64,0.0017760488903149963,0.0017760488903149963,0.01
65,0.0017314444684113064,0.0017314444684113064,0.01
66,0.0017278760050733885,0.0017278760050733885,0.01
67,0.0017285811016336083,0.0017285811016336083,0.01
68,0.0017358075749749939,0.0017358075749749939,0.01
69,0.0017427024664357304,0.0017427024664357304,0.01
70,0.0017391706273580591,0.0017391706273580591,0.01
71,0.0017543883839001258,0.0017543883839001258,0.01
72,0.001741668675094843,0.001741668675094843,0.01
73,0.0017210635046164195,0.0017210635046164195,0.01
74,0.001717903201157848,0.001717903201157848,0.01
75,0.001709786724920074,0.001709786724920074,0.01
76,0.0017376309803997477,0.0017376309803997477,0.01
77,0.0017216445490097006,0.0017216445490097006,0.01
78,0.0016966794617474079,0.0016966794617474079,0.01
79,0.0016911983878041307,0.0016911983878041307,0.01
80,0.001693967031314969,0.001693967031314969,0.01
81,0.0016991462558507918,0.0016991462558507918,0.01
82,0.0016843952238559724,0.0016843952238559724,0.01
83,0.0016908815984303753,0.0016908815984303753,0.01
84,0.0016966931133841475,0.0016966931133841475,0.01
85,0.0017022655811160803,0.0017022655811160803,0.01
86,0.0016962686475987235,0.0016962686475987235,0.01
87,0.0016934704734012484,0.0016934704734012484,0.01
88,0.0017032092669978737,0.0017032092669978737,0.01
89,0.0016991826395193735,0.0016991826395193735,0.01
90,0.0016841725601504246,0.0016841725601504246,0.01
91,0.0016837258512775104,0.0016837258512775104,0.01
92,0.0017078201907376447,0.0017078201907376447,0.01
93,0.001684803810591499,0.001684803810591499,0.01
94,0.0016918576012055079,0.0016918576012055079,0.01
95,0.0016754104988649487,0.0016754104988649487,0.01
96,0.001655997980075578,0.001655997980075578,0.01
97,0.0016712713986635208,0.0016712713986635208,0.01
98,0.001666107571994265,0.001666107571994265,0.01
99,0.0017053252939755717,0.0017053252939755717,0.01
100,0.0017179949985196192,0.0017179949985196192,0.01
101,0.0016975434962660074,0.0016975434962660074,0.01
102,0.0016931372151399652,0.0016931372151399652,0.01
103,0.0016756331936145822,0.0016756331936145822,0.01
104,0.001670291949994862,0.001670291949994862,0.01
105,0.0016846784778560202,0.0016846784778560202,0.01
106,0.0016876743563140433,0.0016876743563140433,0.01
107,0.0016874674086769421,0.0016874674086769421,0.01
108,0.0016702076808239022,0.0016702076808239022,0.01
109,0.0016855685661236444,0.0016855685661236444,0.01
110,0.001694637529241542,0.001694637529241542,0.01
111,0.001679430273361504,0.001679430273361504,0.01
